Invoices_h_r_id,Account_id,Emp_id,Date_d,Time_t,Total_total
2004,2284,15,09/05/2022,11:51:48 ص,3680
2075,2035,22,11/05/2022,12:57:10 م,412.5
2104,518,15,12/05/2022,11:37:22 ص,37
2118,1522,1,12/05/2022,10:57:33 م,4750
2122,1985,15,14/05/2022,10:11:29 ص,295
2138,685,23,15/05/2022,11:35:03 ص,1439
2145,171,23,15/05/2022,09:01:45 م,
1991,1633,23,08/05/2022,10:05:00 م,344
2013,659,23,09/05/2022,05:01:56 م,415.5
2053,1268,15,10/05/2022,04:24:47 م,
2080,1203,15,11/05/2022,03:17:06 م,37
2119,314,22,12/05/2022,10:58:06 م,
2105,2293,0,12/05/2022,11:53:31 ص,164
2014,2288,0,09/05/2022,05:17:46 م,409
2054,1268,15,10/05/2022,04:25:23 م,101
1992,477,15,08/05/2022,10:16:09 م,65
2081,513,1,11/05/2022,03:35:47 م,115
2106,2293,0,12/05/2022,11:53:52 ص,164
1993,748,23,08/05/2022,10:16:53 م,
2100,461,1,11/05/2022,11:18:27 م,75
1994,748,23,08/05/2022,10:17:50 م,66
2015,430,22,09/05/2022,05:45:09 م,453
2107,615,15,12/05/2022,01:01:14 م,140
2055,1716,23,10/05/2022,04:33:50 م,411
1995,653,22,09/05/2022,10:27:57 ص,125
2021,935,22,09/05/2022,09:39:56 م,381
2042,753,23,10/05/2022,11:38:17 ص,180
2068,231,22,11/05/2022,11:07:38 ص,354
1996,1108,15,09/05/2022,10:43:41 ص,804
2056,1495,15,10/05/2022,04:37:07 م,417
1997,2249,0,09/05/2022,10:49:01 ص,125
2016,314,22,09/05/2022,05:45:43 م,232.5
2077,1495,15,11/05/2022,01:38:02 م,1728
2057,1257,23,10/05/2022,05:17:58 م,1859
2069,424,14,11/05/2022,12:27:00 م,2984.94
2001,231,22,09/05/2022,11:48:46 ص,99.5
2039,1987,15,10/05/2022,10:12:22 ص,188
2002,168,22,09/05/2022,11:49:23 ص,134.5
2048,2280,23,10/05/2022,02:03:46 م,1249.5
2003,159,23,09/05/2022,11:50:19 ص,143.6
2017,296,1,09/05/2022,05:46:21 م,289
2005,1216,15,09/05/2022,12:30:39 م,113
2006,1831,22,09/05/2022,12:40:38 م,1034
2018,918,22,09/05/2022,05:47:24 م,98
2007,166,15,09/05/2022,12:58:45 م,410
2019,1841,15,09/05/2022,06:04:17 م,69
2022,1954,22,09/05/2022,09:42:18 م,252
2078,2249,0,11/05/2022,01:52:07 م,88
2101,1119,15,12/05/2022,10:58:33 ص,104
2058,651,15,10/05/2022,05:20:20 م,635
2082,453,23,11/05/2022,03:36:16 م,128
2108,2249,0,12/05/2022,01:20:52 م,26
2123,2249,0,14/05/2022,10:40:29 ص,115
2139,1338,1,15/05/2022,11:36:38 ص,60
2146,171,23,15/05/2022,09:02:02 م,
2023,935,22,09/05/2022,09:44:09 م,
2070,2197,1,11/05/2022,12:35:52 م,303
2024,918,22,09/05/2022,09:56:19 م,98
2059,354,1,10/05/2022,05:20:56 م,378
2109,1669,22,12/05/2022,01:23:24 م,
2140,1863,23,15/05/2022,01:36:00 م,570
2124,1243,15,14/05/2022,10:52:53 ص,96
2025,2252,23,09/05/2022,10:01:25 م,408.75
2060,1099,23,10/05/2022,05:32:42 م,1307
2125,307,15,14/05/2022,11:40:42 ص,62.5
2083,220,22,11/05/2022,03:37:03 م,1671
2061,934,23,10/05/2022,06:24:40 م,220
2110,1669,22,12/05/2022,01:35:33 م,142.5
2026,2252,23,09/05/2022,10:03:04 م,
2062,1633,23,10/05/2022,06:43:08 م,170
2027,2252,23,09/05/2022,10:03:57 م,
2071,2197,1,11/05/2022,12:36:23 م,147
2028,2252,23,09/05/2022,10:04:15 م,484
